raw_wind,normal_val
3.75384,-0.288854
3.86602,-0.23528
4.20573,-0.0760591
3.61682,-0.355044
3.53541,-0.39479
3.52722,-0.39881
4.25269,-0.0543747
4.23899,-0.0606928
3.68452,-0.322231
3.44332,-0.440157
3.81747,-0.258399
3.67932,-0.324748
3.66152,-0.333355
3.06902,-0.629492
3.07307,-0.627398
3.10542,-0.610698
3.64243,-0.342609
3.23252,-0.54574
3.29352,-0.514925
3.31723,-0.503006
3.48617,-0.418995
3.91163,-0.213647
3.65474,-0.336643
3.49025,-0.416985
3.70037,-0.314582
4.11403,-0.118622
3.43049,-0.446509
2.91759,-0.708693
3.92273,-0.208398
3.79667,-0.268335
3.90888,-0.214949
4.46048,0.0407356
3.95086,-0.19511
3.57113,-0.377312
3.79391,-0.269657
3.83693,-0.249121
3.95812,-0.191684
3.7564,-0.287624
3.6575,-0.335301
4.03346,-0.156266
4.30717,-0.0293064
4.30736,-0.0292192
4.30736,-0.0292192
4.12431,-0.113835
4.66003,0.130883
6.05581,0.737139
4.89209,0.234402
4.02324,-0.161058
5.20304,0.37117
6.02064,0.722265
6.00973,0.71765
6.04841,0.734014
6.23437,0.812415
6.0421,0.731346
5.7851,0.62221
6.30228,0.840941
6.3012,0.840488
5.32106,0.422557
5.31317,0.41913
5.33403,0.428187
5.33839,0.430081
5.01049,0.286726
5.79522,0.626526
5.23858,0.386674
5.49517,0.497892
5.56691,0.528781
4.84363,0.212893
4.44902,0.0355229
4.40644,0.0161283
3.8389,-0.248185
3.87267,-0.232122
3.99537,-0.174146
4.29683,-0.0340578
4.07497,-0.136842
4.66906,0.134934
3.79399,-0.269618
4.23672,-0.0617409
3.89768,-0.220257
3.98884,-0.177217
3.94438,-0.198167
3.95974,-0.190917
3.9967,-0.173521
3.94302,-0.19881
3.97909,-0.181805
3.5445,-0.390339
3.58522,-0.370436
3.90095,-0.218707
4.26834,-0.0471632
4.56426,0.0877573
4.04172,-0.152397
3.97848,-0.182089
4.07475,-0.136943
4.03118,-0.157335
4.00031,-0.171822
4.2643,-0.0490228
4.2924,-0.0360924
4.37519,0.00185769
4.94976,0.259927
4.41724,0.0210535
4.21806,-0.0703614
4.29293,-0.0358515
4.11374,-0.118758
4.43757,0.0303133
4.36213,-0.00411344
4.01188,-0.166389
4.21019,-0.0739982
4.36925,-0.000857765
4.96006,0.264477
5.69704,0.584593
5.63151,0.556521
5.62882,0.555366
5.70811,0.589326
5.61786,0.550664
5.43803,0.473227
4.69206,0.145251
4.37176,0.000287724
4.77812,0.18373
5.21627,0.376944
5.21219,0.375162
5.70621,0.588515
6.41765,0.889278
5.40154,0.457448
5.87221,0.659304
5.68383,0.57894
5.14115,0.344108
5.67908,0.576907
5.4328,0.470967
5.42989,0.469711
4.85121,0.216262
4.57888,0.0943564
4.59976,0.10377
4.48933,0.0538375
4.59048,0.0995864
4.91965,0.24661
5.33213,0.427364
5.29102,0.409501
4.96098,0.264884
4.59981,0.103792
4.50386,0.0604293
4.20222,-0.0776841
4.37007,-0.000481206
4.38713,0.00731204
4.45908,0.0400988
4.46172,0.0412999
4.97585,0.27145
4.86016,0.220237
4.18206,-0.0870202
4.72383,0.159476
4.39242,0.0097296
4.12026,-0.115722
4.87219,0.225577
4.79988,0.193428
4.95306,0.261384
4.72995,0.162215
4.54129,0.0773742
4.50244,0.0597834
4.28046,-0.0415876
4.09229,-0.128756
3.9141,-0.212478
4.0311,-0.157374
4.07365,-0.137458
4.64501,0.124134
5.23779,0.386329
5.18213,0.362036
5.29766,0.412387
5.2037,0.371455
5.14397,0.345343
4.89651,0.236361
5.02364,0.292519
5.15443,0.349922
4.54472,0.0789264
4.4157,0.0203526
4.98388,0.274993
5.72635,0.597126
6.08561,0.74973
6.2111,0.802629
5.62605,0.554182
5.68804,0.580742
6.43483,0.896463
4.55301,0.0826756
4.35395,-0.00785772
3.38259,-0.470317
3.1602,-0.582574
3.99359,-0.174981
3.83945,-0.24792
3.86289,-0.236766
3.10649,-0.610148
2.90473,-0.715497
3.31268,-0.505293
3.36708,-0.478051
3.58491,-0.370586
3.58813,-0.369015
3.47914,-0.422458
4.40487,0.0154128
4.88911,0.23308
4.75649,0.174075
5.17959,0.360925
4.84213,0.212225
4.58655,0.0978176
5.56079,0.526152
4.70842,0.152581
4.81416,0.199788
4.81934,0.20209
4.48725,0.0528936
4.05239,-0.147403
4.34824,-0.0104712
4.08754,-0.130973
4.30645,-0.0296379
4.71174,0.154065
4.54481,0.0789679
4.74154,0.167397
4.74778,0.170185
3.83776,-0.248727
4.11906,-0.11628
4.08253,-0.133312
4.11606,-0.117679
4.90694,0.240983
5.34476,0.432844
3.9388,-0.200801
4.03845,-0.153926
4.56571,0.0884123
4.52204,0.0686636
3.06649,-0.630802
3.12269,-0.601812
3.90128,-0.218551
4.18397,-0.086134
3.80867,-0.262604
3.19037,-0.567171
3.60611,-0.360256
3.39644,-0.463419
3.20324,-0.560616
2.99879,-0.666019
3.6176,-0.354666
3.01853,-0.655719
3.76813,-0.282
4.36425,-0.00314458
3.30777,-0.507756
3.30823,-0.507527
3.42996,-0.446772
3.65107,-0.338418
3.32875,-0.497225
3.55514,-0.385127
3.35932,-0.481927
2.75933,-0.793345
3.01631,-0.656873
3.12273,-0.601789
3.61446,-0.356193
3.25669,-0.533502
2.94082,-0.696434
3.57503,-0.375408
3.02873,-0.650405
2.94087,-0.696411
3.57539,-0.375231
3.06068,-0.633814
2.86241,-0.73798
3.96581,-0.188057
3.4433,-0.440164
2.74208,-0.802698
3.72962,-0.300491
3.51763,-0.403518
3.34948,-0.486847
3.36806,-0.477563
3.47989,-0.42209
3.27157,-0.525987
3.21199,-0.556167
4.01192,-0.166368
4.40454,0.0152628
4.08265,-0.133254
4.69438,0.146292
4.91306,0.243692
4.74993,0.171144
3.68263,-0.323149
3.67946,-0.324681
3.45545,-0.434157
3.83281,-0.251085
3.82786,-0.253445
4.10244,-0.124025
4.1312,-0.110631
5.22124,0.379111
5.21367,0.375809
3.70523,-0.312237
3.70598,-0.311879
4.05361,-0.146829
3.83549,-0.24981
3.6177,-0.354616
3.60612,-0.360253
3.00239,-0.664137
2.9712,-0.680467
2.97188,-0.680106
3.63497,-0.34623
4.34592,-0.0115363
3.49318,-0.415541
3.47811,-0.422965
3.57875,-0.37359
3.14962,-0.587993
3.42332,-0.450066
3.55677,-0.384332
3.42997,-0.446767
3.60535,-0.360625
4.03141,-0.157227
3.44542,-0.439114
3.58874,-0.368716
3.73352,-0.298619
4.35018,-0.00958441
5.28443,0.406637
6.08871,0.751043
4.80735,0.196755
5.59031,0.538838
7.25567,1.2364
6.91225,1.09492
6.7782,1.03942
7.79151,1.45544
7.86797,1.48654
5.48264,0.492491
4.63603,0.120096
5.25621,0.394354
4.83135,0.207433
4.88117,0.229561
4.44418,0.0333248
3.69976,-0.314877
4.3858,0.00670569
5.07209,0.313824
4.43858,0.0307743
3.59729,-0.364551
3.78943,-0.271798
3.62675,-0.350221
3.30943,-0.506922
2.39436,-0.99725
1.65451,-1.46496
1.50757,-1.57085
1.55156,-1.53854
1.7656,-1.38842
1.76161,-1.39113
2.06672,-1.19339
2.32658,-1.03668
2.81833,-0.761545
2.82886,-0.755904
3.79402,-0.269606
3.14963,-0.587983
3.38815,-0.467547
2.92188,-0.706429
3.66144,-0.333393
3.75089,-0.290272
3.07998,-0.623826
2.99844,-0.666203
2.78269,-0.780719
2.81146,-0.765235
2.54712,-0.910284
2.71737,-0.816138
3.52994,-0.397477
4.09428,-0.127828
5.40626,0.459492
4.6063,0.106719
3.48472,-0.419708
5.29908,0.413008
5.82185,0.637872
5.14625,0.346343
4.79302,0.190369
4.35323,-0.00819013
3.78933,-0.271846
4.2791,-0.0422092
6.03531,0.728472
6.04224,0.731405
5.27071,0.400667
5.27462,0.402366
5.66282,0.569941
5.63956,0.559973
5.76301,0.612784
5.66442,0.570626
5.15159,0.348681
4.66867,0.13476
4.50458,0.060754
4.52862,0.0716418
5.30128,0.413961
4.83057,0.207089
4.65255,0.127522
5.636,0.558446
4.1876,-0.0844511
3.30587,-0.50871
3.50197,-0.411213
3.34361,-0.489784
3.34606,-0.488557
4.20237,-0.0776141
3.31736,-0.502942
2.92964,-0.70233
2.83675,-0.751681
2.90901,-0.713234
3.05828,-0.63506
3.28245,-0.520503
3.28245,-0.520503
3.49721,-0.413554
3.27553,-0.523989
3.3872,-0.468019
3.54415,-0.39051
3.70529,-0.31221
3.77257,-0.279874
3.86476,-0.235879
3.68936,-0.319895
4.14337,-0.104974
4.05025,-0.1484
4.157,-0.0986431
4.74809,0.170323
5.44588,0.476622
4.92427,0.248652
5.1297,0.339094
5.41955,0.465242
5.28084,0.405074
5.07985,0.317234
6.32777,0.851631
7.14477,1.19082
6.29852,0.839361
6.81027,1.05271
6.66143,0.990939
6.45944,0.90675
6.30106,0.840426
6.36957,0.869149
5.65381,0.56608
5.40288,0.458029
4.91568,0.244851
5.31454,0.419723
5.75056,0.607467
5.72312,0.595746
4.10856,-0.121172
4.55734,0.0846325
4.56154,0.0865269
4.14895,-0.102382
3.80642,-0.263677
3.32808,-0.497564
2.79816,-0.772386
3.64645,-0.340656
3.86299,-0.236722
3.71344,-0.308282
3.49027,-0.416974
3.41541,-0.453994
2.78261,-0.78076
2.68683,-0.832828
2.93272,-0.700706
3.26646,-0.52857
3.01808,-0.655953
2.77056,-0.787268
2.88413,-0.726423
2.88413,-0.726423
3.02757,-0.651011
3.12612,-0.600046
3.22727,-0.548404
3.33112,-0.496038
3.38516,-0.469038
3.20235,-0.561069
3.20235,-0.561069
3.12292,-0.601691
2.93249,-0.700825
3.5009,-0.411739
3.36127,-0.480953
3.10569,-0.610559
4.11476,-0.118283
4.62543,0.115331
3.5055,-0.409477
3.50439,-0.410025
3.82146,-0.256496
3.70333,-0.313154
3.18765,-0.568553
3.31469,-0.504282
4.46246,0.041638
3.75801,-0.286854
3.82109,-0.256674
3.2758,-0.523855
3.29624,-0.513554
3.30111,-0.511108
4.10358,-0.123491
4.26609,-0.0481993
4.68086,0.140231
5.29926,0.413085
5.15354,0.349532
3.62044,-0.353284
4.67023,0.135459
4.17563,-0.0900018
4.32368,-0.0217315
5.3715,0.444437
5.88475,0.664635
4.63029,0.117514
4.5291,0.0718619
5.39264,0.453597
5.10787,0.329528
4.2133,-0.0725586
4.65453,0.128411
4.08533,-0.132003
4.43366,0.0285326
4.70179,0.14961
5.39355,0.453988
3.26923,-0.527169
3.92725,-0.206257
3.26552,-0.529041
4.41035,0.0179111
4.36524,-0.00269257
3.92756,-0.206114
3.36803,-0.477577
3.10443,-0.611209
3.46044,-0.431687
3.71336,-0.308322
3.35734,-0.482918
3.31097,-0.506148
3.52204,-0.40135
3.32176,-0.500732
3.32907,-0.497067
2.81921,-0.761077
